id,phi_S,delta_AB,delta_S,group
1,270.27282210267,0.0268789005539267,0.2274906854417266,simulationGroup1
2,503.4969770839,0.0316836660748987,0.1961393345926197,simulationGroup1
3,255.292155919619,0.023156407513325,0.2361768169739635,simulationGroup1
4,572.259372819053,0.0407475129355756,0.2003234798802693,simulationGroup1
5,608.951821959584,0.0216814201025904,0.2400403535184257,simulationGroup1
6,67.6643361547841,0.0255019245691348,0.2172434918402623,simulationGroup1
7,795.523183086938,0.0271007503123307,0.2530739328284246,simulationGroup1
8,588.227315548503,0.0272187942015613,0.2034704086962963,simulationGroup1
9,283.455746573987,0.0118723985805335,0.2295742660003363,simulationGroup1
10,840.85241987688,0.0190822558650005,0.2459107396625237,simulationGroup1
11,1739.57986405166,0.0264055964697869,0.1976627300500451,simulationGroup1
12,1148.03667158385,0.0313284441487597,0.2157910222789001,simulationGroup1
13,796.223370983755,0.0246216577901201,0.2336254665803216,simulationGroup1
14,716.75731151966,0.0144931149534353,0.2457074159669482,simulationGroup1
15,463.262933764027,0.0330201382159838,0.2605419183398921,simulationGroup1
16,345.607507498374,0.0236809644121252,0.2212193963167576,simulationGroup1
17,370.381736990813,0.0374683882338946,0.2159794210976271,simulationGroup1
18,2039.1270256497,0.0326675781746981,0.2147636280764097,simulationGroup1
19,1246.62056789702,0.0225343565765935,0.2606043283349778,simulationGroup1
20,299.407131638212,0.0191934254019633,0.2427609187880911,simulationGroup1
21,590.208732005337,0.0207855080132966,0.2790149337554517,simulationGroup1
22,701.937049902388,0.0193149443779317,0.2533288895888008,simulationGroup1
23,342.507185301981,0.0150086804580047,0.2306276329258953,simulationGroup1
24,403.233519146271,0.0215520124181316,0.2018377028113541,simulationGroup1
25,397.763113634773,0.0248398472601467,0.2091480245248891,simulationGroup1
26,411.520749432276,0.0220153400500384,0.2636542641359888,simulationGroup1
27,219.060451028384,0.0339787415111391,0.2436262068834541,simulationGroup1
28,424.374440366887,0.027489275130233,0.2228740550987385,simulationGroup1
29,428.201498441339,0.0171325807947064,0.2268934162878191,simulationGroup1
30,1645.79804180384,0.0338865203029717,0.2099924421252262,simulationGroup1
31,559.995796973773,0.0269446666474663,0.2068611278650182,simulationGroup1
32,390.001495387451,0.0259738205034155,0.2370007640541899,simulationGroup1
33,280.817680367428,0.0210256641422165,0.2916678681042695,simulationGroup1
34,1212.22164689386,0.0173794504918079,0.2212647457470142,simulationGroup1
35,518.536768642942,0.0402164078707296,0.2538122102350021,simulationGroup1
36,352.210851261535,0.0212603525113114,0.2627934925120674,simulationGroup1
37,275.083547331933,0.0208922150658156,0.2053955628734367,simulationGroup1
38,120.694863759158,0.0322687509160304,0.2724041362549643,simulationGroup1
39,790.85047238122,0.0330920805380512,0.2382745472775721,simulationGroup1
40,1179.68879574548,0.0223141004122312,0.2535330269096068,simulationGroup1
41,246.582859261883,0.0341206582266346,0.2335138212613196,simulationGroup1
42,362.879491737034,0.0252754233404119,0.2523528503166089,simulationGroup1
43,577.820987217307,0.0227112260140016,0.2021809116037377,simulationGroup1
44,570.709263165681,0.0250595895636792,0.2352796904834604,simulationGroup1
45,1284.15895999881,0.0321308975958938,0.1979783090944175,simulationGroup1
46,822.659808917047,0.0194652175382193,0.2129965063970653,simulationGroup1
47,384.227646710689,0.0167675274815252,0.2557545338998465,simulationGroup1
48,508.014258419153,0.0229482570570732,0.2550752466758151,simulationGroup1
49,515.691335524181,0.0236449684924544,0.2148313062295852,simulationGroup1
50,745.3788675378,0.0345669346702372,0.2312172704635536,simulationGroup1
51,970.156009295276,0.0274647984782588,0.1823906906043616,simulationGroup1
52,947.054819991791,0.0251835797371754,0.2294251069267608,simulationGroup1
53,2023.82880067387,0.0240664454821385,0.2322732163093133,simulationGroup1
54,345.999126404669,0.0285299600298459,0.2087064402059366,simulationGroup1
55,779.496230111829,0.0335668847091951,0.2680123085811899,simulationGroup1
56,1816.97710342007,0.0199436440273283,0.1923972966412572,simulationGroup1
57,478.709069117393,0.0306424983914887,0.2020476820766854,simulationGroup1
58,524.818892451675,0.0550904574994086,0.1979438473349509,simulationGroup1
59,617.52643682358,0.0279051356011311,0.2235878151817562,simulationGroup1
60,334.455769552617,0.0174801352392326,0.197666695046866,simulationGroup1
61,1475.58998249075,0.0196618493826356,0.2125001455219764,simulationGroup1
62,592.308974044217,0.0213631320521586,0.2524465741155072,simulationGroup1
63,2572.96545836982,0.0331567723472692,0.2289730194814678,simulationGroup1
64,602.015451587354,0.0181462629816756,0.2244080625165806,simulationGroup1
65,749.14258726944,0.0293089916620162,0.2152697892867231,simulationGroup1
66,474.569503529952,0.0244263816668046,0.2642825861651942,simulationGroup1
67,633.657891855932,0.0172346463501287,0.2225143092694809,simulationGroup1
68,547.997336529375,0.0235574650958472,0.2096142569285797,simulationGroup1
69,645.930029702006,0.034947436208227,0.2309309778987667,simulationGroup1
70,1811.33136513218,0.0250392555298774,0.2197156657802839,simulationGroup1
71,413.833729987343,0.031265622273119,0.2194200856781908,simulationGroup1
72,424.137726819097,0.0229234754698456,0.2114371195815971,simulationGroup1
73,492.992087794798,0.0333922865461274,0.2384873736936459,simulationGroup1
74,587.024561464094,0.0202655322215323,0.2296950597618632,simulationGroup1
75,182.313604122474,0.0193138892992887,0.2057971860454924,simulationGroup1
76,331.259314115531,0.0285683211295914,0.2590268200422494,simulationGroup1
77,326.109009578631,0.026823153756756,0.2399622286725225,simulationGroup1
78,1338.57142858078,0.0287197443584998,0.2575273878218989,simulationGroup1
79,526.449266047198,0.0338471810485842,0.2270403525875026,simulationGroup1
